"team","season","name","team.1","position","situation","games_played","xGoalsPercentage","corsiPercentage","fenwickPercentage","iceTime","xOnGoalFor","xGoalsFor","xReboundsFor","xFreezeFor","xPlayStoppedFor","xPlayContinuedInZoneFor","xPlayContinuedOutsideZoneFor","flurryAdjustedxGoalsFor","scoreVenueAdjustedxGoalsFor","flurryScoreVenueAdjustedxGoalsFor","shotsOnGoalFor","missedShotsFor","blockedShotAttemptsFor","shotAttemptsFor","goalsFor","reboundsFor","reboundGoalsFor","freezeFor","playStoppedFor","playContinuedInZoneFor","playContinuedOutsideZoneFor","savedShotsOnGoalFor","savedUnblockedShotAttemptsFor","penaltiesFor","penalityMinutesFor","faceOffsWonFor","hitsFor","takeawaysFor","giveawaysFor","lowDangerShotsFor","mediumDangerShotsFor","highDangerShotsFor","lowDangerxGoalsFor","mediumDangerxGoalsFor","highDangerxGoalsFor","lowDangerGoalsFor","mediumDangerGoalsFor","highDangerGoalsFor","scoreAdjustedShotsAttemptsFor","unblockedShotAttemptsFor","scoreAdjustedUnblockedShotAttemptsFor","dZoneGiveawaysFor","xGoalsFromxReboundsOfShotsFor","xGoalsFromActualReboundsOfShotsFor","reboundxGoalsFor","totalShotCreditFor","scoreAdjustedTotalShotCreditFor","scoreFlurryAdjustedTotalShotCreditFor","xOnGoalAgainst","xGoalsAgainst","xReboundsAgainst","xFreezeAgainst","xPlayStoppedAgainst","xPlayContinuedInZoneAgainst","xPlayContinuedOutsideZoneAgainst","flurryAdjustedxGoalsAgainst","scoreVenueAdjustedxGoalsAgainst","flurryScoreVenueAdjustedxGoalsAgainst","shotsOnGoalAgainst","missedShotsAgainst","blockedShotAttemptsAgainst","shotAttemptsAgainst","goalsAgainst","reboundsAgainst","reboundGoalsAgainst","freezeAgainst","playStoppedAgainst","playContinuedInZoneAgainst","playContinuedOutsideZoneAgainst","savedShotsOnGoalAgainst","savedUnblockedShotAttemptsAgainst","penaltiesAgainst","penalityMinutesAgainst","faceOffsWonAgainst","hitsAgainst","takeawaysAgainst","giveawaysAgainst","lowDangerShotsAgainst","mediumDangerShotsAgainst","highDangerShotsAgainst","lowDangerxGoalsAgainst","mediumDangerxGoalsAgainst","highDangerxGoalsAgainst","lowDangerGoalsAgainst","mediumDangerGoalsAgainst","highDangerGoalsAgainst","scoreAdjustedShotsAttemptsAgainst","unblockedShotAttemptsAgainst","scoreAdjustedUnblockedShotAttemptsAgainst","dZoneGiveawaysAgainst","xGoalsFromxReboundsOfShotsAgainst","xGoalsFromActualReboundsOfShotsAgainst","reboundxGoalsAgainst","totalShotCreditAgainst","scoreAdjustedTotalShotCreditAgainst","scoreFlurryAdjustedTotalShotCreditAgainst"
"CHI",2024,"CHI","CHI","Team Level","other",53,0.41,0.49,0.45,6169,75.63,18.52,6.02,13.56,2.64,41.5,20.76,15.9,18.52,15.9,69,34,45,148,18,9,2,7,0,37,32,51,85,6,12,78,12,3,14,47,25,31,1.92,3.2,13.41,2,4,12,148,103,103,4,1.83,2.97,2.97,17.38,17.38,15.55,88.21,26.81,6.59,14.97,3.1,47.44,26.16,25.42,26.81,25.42,89,37,28,154,28,14,2,8,0,47,29,61,98,5,10,63,14,6,20,58,27,41,2.28,3.46,21.07,2,4,22,154,126,126,14,1.89,2.73,2.92,25.71,25.71,24.88
"CHI",2024,"CHI","CHI","Team Level","all",53,0.43,0.44,0.44,191827,1395.17,131.49,92.92,335.73,46.11,755.29,552.47,125.37,131.45,125.35,1311,603,731,2645,137,136,15,240,2,560,839,1174,1777,175,383,1291,1013,282,721,1422,343,149,40.05,42.67,48.77,50,49,38,2620.12,1914,1902.53,362,20.57,26,26,126.06,126.08,122.58,1773.34,177.56,122.3,423.25,59.56,965.39,689,168.84,178.76,170.01,1677,761,911,3349,182,198,24,322,4,758,974,1495,2256,151,335,1561,1084,252,741,1789,445,204,51.02,56.66,69.88,61,71,50,3379.35,2438,2458.06,327,27.09,39.12,39.12,165.48,166.4,162.17
"CHI",2024,"CHI","CHI","Team Level","5on5",53,0.44,0.44,0.44,158725,1132.76,92.8,71.62,283.62,37.35,611.69,458.91,90.12,92.76,90.11,1065,491,625,2181,93,111,11,207,2,443,700,972,1463,165,360,1005,965,243,636,1188,277,91,32.78,34.44,25.57,42,37,14,2156.12,1556,1544.53,329,14.78,19.9,19.9,87.68,87.71,86.65,1420.58,119.12,93.2,354.31,47.68,772.41,569.29,114.46,120.33,115.63,1336,620,780,2736,126,153,18,270,4,595,808,1210,1830,131,292,1245,1020,220,653,1484,348,124,42.39,44.68,32.05,55,55,16,2766.35,1956,1976.06,292,19.33,28.58,28.58,109.87,110.8,108.76
"CHI",2024,"CHI","CHI","Team Level","4on5",53,0.07,0.12,0.13,15712,33.54,2.16,1.6,4.88,1.05,11.23,25.09,2.16,2.16,2.16,38,8,8,54,1,0,0,1,0,4,40,37,45,1,5,113,28,21,26,38,6,2,0.88,0.72,0.56,0,1,0,54,46,46,24,0.37,0,0,2.53,2.53,2.53,229.51,28.44,20.86,48.98,7.72,134.56,69.42,25.8,28.44,25.8,218,92,97,407,22,31,4,42,0,110,105,196,288,6,15,144,25,17,44,215,59,36,5.44,7.13,15.87,3,8,11,407,310,310,2,5.51,7.81,7.62,26.34,26.34,25
"CHI",2024,"CHI","CHI","Team Level","5on4",53,0.85,0.83,0.82,11221,153.25,18.01,13.69,33.67,5.06,90.87,47.71,17.18,18.01,17.18,139,70,53,262,25,16,2,25,0,76,67,114,184,3,6,95,8,15,45,149,35,25,4.47,4.3,9.23,6,7,12,262,209,209,5,3.58,3.12,3.12,18.47,18.47,17.85,35.06,3.18,1.65,4.98,1.07,10.99,24.13,3.16,3.18,3.16,34,12,6,52,6,0,0,2,0,6,32,28,40,9,18,109,25,9,24,32,11,3,0.91,1.39,0.88,1,4,1,52,46,46,19,0.38,0,0,3.55,3.55,3.53
"STL",2024,"STL","STL","Team Level","other",54,0.53,0.55,0.52,7282,84.01,18.56,6.08,16.19,2.87,44.6,25.7,17.29,18.56,17.29,81,33,66,180,22,15,8,7,3,37,30,59,92,2,4,99,21,9,18,63,21,30,2.55,2.75,13.27,7,3,12,180,114,114,6,1.75,5.37,5.37,14.95,14.95,14.49,76.37,16.23,5.06,12.53,2.4,42.22,27.56,15.71,16.23,15.71,69,37,39,145,22,3,1,10,1,32,38,47,84,2,4,74,19,13,19,51,34,21,2.01,3.99,10.22,2,9,11,145,106,106,6,1.42,0.86,0.86,16.79,16.79,16.25
"STL",2024,"STL","STL","Team Level","all",54,0.48,0.49,0.48,196295,1537.4,146.07,101.95,371.79,50.38,833.97,602.83,140.32,146.59,140.79,1443,664,898,3005,144,138,22,314,6,633,872,1299,1963,175,394,1518,1301,237,855,1588,357,162,45.53,44.51,56.03,63,37,44,2997.76,2107,2104.47,396,22.55,32.19,32.19,136.44,136.81,134.17,1651.07,157.58,108.53,402.51,55.46,896.62,651.29,149.09,158.5,149.98,1546,726,893,3165,163,154,16,347,2,718,888,1383,2109,160,367,1487,1071,275,772,1696,397,179,47.61,48.38,61.59,56,61,46,3183.29,2272,2290.9,348,23.89,32.3,32.31,149.17,150.06,145.81
"STL",2024,"STL","STL","Team Level","5on5",54,0.49,0.48,0.48,164321,1241.63,102.45,78.28,311.71,40.24,672.62,497.71,99.41,102.96,99.89,1172,531,745,2448,101,97,11,272,1,509,723,1071,1602,164,369,1194,1238,210,786,1308,291,104,37.24,36.61,28.61,54,32,15,2440.76,1703,1700.47,371,16.17,21.93,22.18,96.45,96.81,95.61,1339.16,107.62,83.85,341.79,45.13,726.54,538.07,103.65,108.55,104.53,1252,591,760,2603,101,123,11,302,1,581,735,1151,1742,150,344,1209,1002,235,703,1435,294,114,39.67,36.19,31.75,45,43,13,2621.29,1843,1861.9,330,17.42,24.13,24.13,100.9,101.8,100.14
"STL",2024,"STL","STL","Team Level","4on5",54,0.05,0.11,0.13,12797,30.69,1.76,1.36,4.29,0.93,10.07,23.59,1.74,1.76,1.74,34,8,4,46,1,0,0,3,0,3,35,33,41,2,4,117,23,12,19,36,6,0,1.11,0.65,0,1,0,0,46,42,42,15,0.31,0,0,2.07,2.07,2.05,202.63,31.56,18.1,42.85,6.83,117.02,61.63,27.6,31.56,27.6,190,88,87,365,36,27,4,33,0,100,82,154,242,5,10,105,11,15,35,172,65,41,4.97,7.68,18.92,7,8,21,365,278,278,4,4.7,7.16,7.16,29.11,29.11,27.08
"STL",2024,"STL","STL","Team Level","5on4",54,0.91,0.86,0.85,11895,181.06,23.29,16.23,39.61,6.35,106.68,55.83,21.87,23.29,21.87,156,92,83,331,20,26,3,32,2,84,84,136,228,7,17,108,19,6,32,181,39,28,4.63,4.5,14.16,1,2,17,331,248,248,4,4.33,4.89,4.64,22.98,22.98,22.01,32.92,2.18,1.52,5.33,1.09,10.84,24.04,2.14,2.18,2.14,35,10,7,52,4,1,0,2,0,5,33,31,41,3,9,99,39,12,15,38,4,3,0.96,0.52,0.7,2,1,1,52,45,45,8,0.35,0.16,0.16,2.37,2.37,2.33
"SJS",2024,"SJS","SJS","Team Level","other",55,0.44,0.55,0.55,7173,112.77,20.45,8.41,21.33,3.87,68.41,34.53,18.7,20.45,18.7,104,53,68,225,20,9,2,18,0,73,37,84,137,3,6,86,18,8,13,92,37,28,3.11,4.22,13.11,3,5,12,225,157,157,9,2.57,2.72,2.72,20.3,20.3,18.77,91.77,25.8,6.94,17.11,3.65,43.83,28.66,24.47,25.8,24.47,86,40,57,183,23,11,0,14,1,41,36,63,103,4,16,96,18,7,21,60,27,39,2.52,3.35,19.93,4,5,14,183,126,126,13,2.03,2.57,2.57,25.27,25.27,24.33
"SJS",2024,"SJS","SJS","Team Level","all",55,0.42,0.46,0.45,199625,1593.77,148.71,107.33,389.19,53.74,872.56,613.47,139.52,147.64,138.48,1476,709,917,3102,144,163,15,279,3,737,859,1332,2041,189,430,1517,1267,263,842,1633,387,165,45.73,47.04,55.92,69,38,37,3047.06,2185,2161.31,384,24.24,35.35,35.35,137.6,136.66,131.85,1930.31,201.21,133.32,464.05,65.75,1047.28,752.38,190.77,203.56,192.95,1773,891,1016,3680,202,239,22,314,6,899,1004,1571,2462,186,437,1607,1118,276,864,1953,475,236,57.9,58.61,84.7,87,58,57,3760.93,2664,2705.64,393,29.4,51.12,51.12,179.5,181.49,176.5
"SJS",2024,"SJS","SJS","Team Level","5on5",55,0.42,0.45,0.44,161850,1225.08,98.21,77.28,314,41.54,660.01,488.96,94.59,97.14,93.55,1146,534,731,2411,99,130,12,221,2,536,692,1047,1581,168,390,1174,1201,224,742,1298,282,100,35.87,34.64,27.7,61,24,14,2356.06,1680,1656.31,338,16.01,26.24,26.24,87.97,87.04,85.54,1540.55,135.68,101.74,386.67,52.05,839.03,613.83,128.65,138.02,130.83,1406,723,848,2977,138,187,16,260,4,714,826,1268,1991,163,383,1239,1044,243,759,1618,363,148,47.75,45.41,42.51,76,43,19,3057.93,2129,2170.64,351,21.1,38.02,38.51,118.27,120.25,117.84
"SJS",2024,"SJS","SJS","Team Level","4on5",55,0.08,0.11,0.12,15432,34.3,2.89,1.9,5.1,1.17,12.23,24.69,2.88,2.89,2.88,39,9,8,56,3,0,0,0,0,11,34,36,45,7,14,110,32,18,31,35,11,2,0.88,1.47,0.55,2,0,1,56,48,48,29,0.43,0,0,3.33,3.33,3.31,254.45,35.52,22.32,53.43,8.65,150.91,80.17,33.54,35.52,33.54,235,116,102,453,36,38,6,36,0,136,105,199,315,12,24,146,9,7,51,232,76,43,6.32,8.84,20.36,4,8,24,453,351,351,1,5.74,9.73,9.24,32.02,32.02,30.43
"SJS",2024,"SJS","SJS","Team Level","5on4",55,0.87,0.86,0.84,15170,221.61,27.15,19.72,48.76,7.17,131.91,65.29,23.34,27.15,23.34,187,113,110,410,22,24,1,40,1,117,96,165,278,11,20,147,16,13,56,208,57,35,5.88,6.71,14.56,3,9,10,410,300,300,8,5.23,6.38,6.38,26,26,24.22,43.54,4.22,2.32,6.84,1.4,13.52,29.71,4.11,4.22,4.11,46,12,9,67,5,3,0,4,1,8,37,41,53,7,14,126,47,19,33,43,9,6,1.31,1.01,1.9,3,2,0,67,58,58,28,0.53,0.8,0.8,3.94,3.94,3.89
"TOR",2024,"TOR","TOR","Team Level","other",53,0.53,0.47,0.48,8138,105.07,30.41,7.23,17.6,3.53,52.83,33.39,28.63,30.41,28.63,98,47,40,185,26,13,0,15,0,49,42,72,119,2,6,85,10,8,23,64,32,49,2.7,4.16,23.56,4,3,19,185,145,145,12,2.04,3.43,3.43,29.03,29.03,27.99,114.39,27.36,9.04,20.43,3.96,64.14,32.06,25.39,27.36,25.39,106,51,54,211,33,10,1,20,0,60,34,73,124,3,14,82,14,11,23,86,33,38,3.46,4.31,19.59,7,7,19,211,157,157,7,2.59,2.47,2.47,27.48,27.48,25.89
"TOR",2024,"TOR","TOR","Team Level","all",53,0.5,0.49,0.5,191759,1647.69,168.78,111.51,394.36,54.62,888.78,638.95,161.67,168.8,161.66,1523,734,848,3105,165,153,17,327,4,669,939,1358,2092,179,391,1534,1278,252,774,1646,408,203,46.48,51.3,70.99,49,62,54,3094.35,2257,2252.45,387,24.72,31.89,31.89,161.61,161.41,157.57,1664.3,166.81,111.12,406.49,56.29,907.76,651.52,158.66,167.87,159.65,1542,758,935,3235,153,168,19,334,2,742,901,1389,2147,172,390,1386,1050,260,741,1715,396,189,46.8,49.75,70.26,55,47,51,3246.92,2300,2315.82,341,24.81,33.71,33.89,157.73,158.81,153.94
"TOR",2024,"TOR","TOR","Team Level","5on5",53,0.51,0.49,0.5,155777,1299.69,105.9,82.91,327.54,43.11,702.49,519.07,102.32,105.92,102.31,1196,585,704,2485,105,111,9,267,4,518,776,1091,1676,167,362,1187,1226,225,683,1363,311,107,36.94,39,29.95,38,52,15,2474.35,1781,1776.45,344,17.18,21.82,22.34,100.73,100.53,99.03,1281.61,101.69,80.37,331.31,43.6,699.21,522.81,98.51,102.74,99.5,1175,604,767,2546,89,132,16,262,2,549,745,1086,1690,151,337,1067,999,223,653,1390,287,102,36.74,35.94,29.01,44,31,14,2557.92,1779,1794.82,311,16.62,23.94,24.43,93.89,94.96,93.77
"TOR",2024,"TOR","TOR","Team Level","4on5",53,0.06,0.1,0.12,14310,30.15,2.27,1.39,4.62,0.93,9.82,21.98,2.22,2.27,2.22,35,6,5,46,3,0,0,5,0,8,25,32,38,6,15,137,31,13,26,32,6,3,0.89,0.7,0.68,2,0,1,46,41,41,24,0.32,0,0,2.59,2.59,2.54,223.76,33.13,19.32,47.65,7.22,130.35,66.33,30.32,33.13,30.32,209,95,112,416,28,22,2,50,0,120,84,181,276,15,33,127,12,11,47,198,64,42,5.46,7.82,19.86,4,7,17,416,304,304,6,5.06,6.25,5.95,32.24,32.24,30.16
"TOR",2024,"TOR","TOR","Team Level","5on4",53,0.87,0.86,0.83,13534,212.79,30.2,19.98,44.6,7.06,123.65,64.51,28.5,30.2,28.5,194,96,99,389,31,29,8,40,0,94,96,163,259,4,8,125,11,6,42,187,59,44,5.95,7.45,16.79,5,7,19,389,290,290,7,5.18,6.64,6.12,29.26,29.26,28.01,44.53,4.63,2.39,7.11,1.51,14.05,30.31,4.44,4.63,4.44,52,8,2,62,3,4,0,2,0,13,38,49,57,3,6,110,25,15,18,41,12,7,1.15,1.69,1.79,0,2,1,62,60,60,17,0.54,1.04,1.04,4.13,4.13,4.12
"WSH",2024,"WSH","WSH","Team Level","other",53,0.58,0.47,0.48,8145,103.19,31.37,6.02,17.54,3.25,49.37,37.43,28.76,31.37,28.76,98,47,49,194,32,5,0,18,1,53,36,66,113,3,14,94,22,10,16,82,18,45,3.07,2.42,25.88,5,1,26,194,145,145,4,1.74,1.5,1.5,31.61,31.61,28.97,117.98,22.59,8.49,21.73,3.95,66.71,36.55,21.04,22.59,21.04,101,59,63,223,17,7,0,24,2,62,48,84,143,2,6,95,17,15,20,87,46,27,3.76,5.79,13.04,3,4,10,223,160,160,6,2.5,2.44,2.56,22.53,22.53,21.08
"WSH",2024,"WSH","WSH","Team Level","all",53,0.53,0.49,0.5,192899,1644.48,181.91,108.5,401.16,56.33,873.19,644.9,172.1,183.73,173.89,1454,812,861,3127,188,173,19,294,3,661,947,1266,2078,189,414,1500,1051,236,785,1604,443,219,46.38,56.1,79.44,67,54,67,3178.42,2266,2301.79,374,24.13,35.97,36.04,170.01,171.83,165.93,1646.29,161.02,109.09,397.13,55.71,881.66,640.38,152.72,160.27,152.02,1470,775,989,3234,130,172,15,319,6,721,897,1340,2115,186,411,1474,1040,239,814,1635,421,189,46.99,52.71,61.32,51,37,42,3191.82,2245,2224.22,388,24.39,37.88,37.88,147.53,146.8,142.86
"WSH",2024,"WSH","WSH","Team Level","5on5",53,0.51,0.5,0.51,156043,1287.68,116.06,81.62,330.19,44.5,692.07,517.55,111.62,117.87,113.41,1122,660,706,2488,123,132,17,236,0,508,783,999,1659,170,369,1145,964,196,693,1317,341,124,38,43.25,34.81,55,43,25,2539.42,1782,1817.79,344,16.99,26.15,26.15,106.9,108.73,107.04,1266.34,110.51,79.73,320.34,43.05,670.98,502.38,105.04,109.75,104.34,1125,602,808,2535,86,130,10,245,2,554,710,1039,1641,166,366,1110,981,203,714,1288,313,126,35.87,39.74,34.89,43,27,16,2492.82,1727,1706.22,350,16.55,28.46,28.34,98.72,97.98,96.14
"WSH",2024,"WSH","WSH","Team Level","4on5",53,0.15,0.13,0.15,14655,38.37,4.08,1.98,6.01,1.36,12.17,25.4,3.98,4.08,3.98,40,11,8,59,4,3,0,2,1,7,34,36,47,2,4,113,35,18,25,34,13,4,0.87,1.69,1.52,2,2,0,59,51,51,20,0.45,1.01,1.09,3.44,3.44,3.42,216.94,23.68,18.9,48.51,7.38,130.19,70.34,22.44,23.68,22.44,195,104,110,409,22,31,4,47,2,93,104,173,277,9,18,146,14,5,56,217,52,30,6.17,5.94,11.57,5,3,14,409,299,299,11,4.89,6.19,6.19,22.38,22.38,21.74
"WSH",2024,"WSH","WSH","Team Level","5on4",53,0.88,0.85,0.83,14056,215.23,30.41,18.87,47.42,7.21,119.58,64.5,27.74,30.41,27.74,194,94,98,386,29,33,2,38,1,93,94,165,259,14,27,148,30,12,51,171,71,46,4.44,8.73,17.23,5,8,16,386,288,288,6,4.95,7.31,7.31,28.05,28.05,26.5,45.03,4.25,1.97,6.54,1.33,13.8,31.12,4.2,4.25,4.2,49,10,8,67,5,4,1,3,0,12,35,44,54,9,21,123,28,16,24,43,10,6,1.18,1.25,1.82,0,3,2,67,59,59,21,0.45,0.78,0.78,3.91,3.91,3.9
"VGK",2024,"VGK","VGK","Team Level","other",54,0.52,0.41,0.43,5828,74.87,24.99,5.26,11.43,2.46,39.39,19.47,23.08,24.99,23.08,69,34,33,136,24,8,0,10,0,38,23,45,79,1,2,70,15,9,23,35,29,39,1.55,3.9,19.53,3,5,16,136,103,103,12,1.62,2.41,2.41,24.2,24.2,22.73,101.78,23.07,7.74,17.85,3.49,57.92,27.93,19.85,23.07,19.85,85,53,56,194,12,11,2,18,4,57,36,73,126,1,2,68,12,11,20,63,40,35,2.56,4.83,15.67,1,4,7,194,138,138,7,2.39,4.13,4.13,21.32,21.32,19.07
"VGK",2024,"VGK","VGK","Team Level","all",54,0.53,0.5,0.51,196046,1751.71,185.42,116.68,417.61,58.05,935.81,676.44,173.04,186.22,173.82,1650,740,891,3281,177,176,21,356,4,805,872,1473,2213,124,278,1533,1047,288,846,1717,441,232,50.69,55.34,79.38,55,68,54,3299.79,2390,2404.73,411,25.77,39.32,39.32,171.86,172.68,165.08,1656.03,161.99,110.41,406.33,56.74,898.06,643.45,152.05,162.35,152.39,1441,836,962,3239,149,185,24,290,6,819,828,1292,2128,136,298,1478,1209,272,827,1670,421,186,48.12,52.64,61.23,52,51,46,3237.02,2277,2279.82,375,24.52,39.88,39.88,146.63,146.96,141.57
"VGK",2024,"VGK","VGK","Team Level","5on5",54,0.52,0.51,0.52,168411,1454.57,124.11,92.5,363.32,48.35,778.75,585.96,119.07,124.91,119.86,1362,631,773,2766,118,147,18,310,4,662,752,1244,1875,113,250,1254,995,262,773,1507,352,134,44.15,44.06,35.89,49,52,17,2784.79,1993,2007.73,382,19.2,30.88,30.88,112.43,113.26,111.15,1358.64,116.37,86.16,347.31,46.67,729.84,544.64,111.18,116.73,111.51,1187,684,808,2679,109,149,18,244,2,655,712,1078,1762,128,280,1216,1166,242,753,1422,325,124,40.37,41.24,34.77,47,37,25,2677.02,1871,1873.82,347,17.87,29.59,29.78,104.47,104.8,102.74
"VGK",2024,"VGK","VGK","Team Level","4on5",54,0.12,0.11,0.12,10671,24.5,2.75,1.57,3.89,0.9,7.96,15.93,2.73,2.75,2.73,23,10,7,40,5,0,0,1,0,5,22,18,28,3,10,88,28,13,18,21,8,4,0.66,0.94,1.15,2,3,0,40,33,33,15,0.36,0,0,3.11,3.11,3.08,171.6,20.04,15.39,37.65,5.82,103.08,55.02,18.57,20.04,18.57,147,90,92,329,25,22,3,26,0,103,61,122,212,2,6,98,8,12,30,166,47,24,4.72,5.35,9.97,3,9,13,329,237,237,1,3.99,5.39,5.2,18.84,18.84,17.79
"VGK",2024,"VGK","VGK","Team Level","5on4",54,0.93,0.9,0.89,11136,197.78,33.57,17.35,38.97,6.33,109.7,55.09,28.16,33.57,28.16,196,65,78,339,30,21,3,35,0,100,75,166,231,7,16,121,9,4,32,154,52,55,4.32,6.44,22.81,1,8,21,339,261,261,2,4.59,6.04,6.04,32.12,32.12,28.13,24,2.5,1.13,3.52,0.75,7.23,15.87,2.45,2.5,2.45,22,9,6,37,3,3,1,2,0,4,19,19,28,5,10,96,23,7,24,19,9,3,0.47,1.22,0.82,1,1,1,37,31,31,20,0.26,0.77,0.77,2,2,1.97
"TBL",2024,"TBL","TBL","Team Level","other",52,0.55,0.56,0.55,6841,102.58,27.01,8.24,17.47,3.34,55.27,25.66,25.56,27.01,25.56,100,37,61,198,27,9,0,19,0,50,32,73,110,3,6,72,13,4,23,63,37,37,2.39,4.8,19.82,4,4,19,198,137,137,8,2.45,2.67,2.67,26.79,26.79,25.56,80.91,22.38,5.58,13.55,2.81,41.53,27.15,20.15,22.38,20.15,69,44,43,156,21,4,0,8,2,40,38,48,92,2,4,83,21,6,23,52,25,36,2.02,3.37,16.99,3,4,14,156,113,113,8,1.6,1.25,1.25,22.73,22.73,20.91
"TBL",2024,"TBL","TBL","Team Level","all",52,0.54,0.51,0.51,188677,1646.21,175.03,116.44,386.37,54.35,883.57,630.24,167.55,176.26,168.71,1529,717,885,3131,180,155,17,336,3,710,862,1349,2066,170,389,1529,925,220,764,1606,446,194,46.96,56.54,71.51,63,60,57,3168.36,2246,2264.36,328,26.12,33.93,33.93,167.21,168.3,164.49,1564.38,150.87,105.72,385.65,52.9,841.28,612.58,142.84,150.02,142.09,1479,670,817,2966,145,150,14,322,6,640,886,1334,2004,186,421,1501,1237,238,765,1604,381,164,45.37,46.79,58.71,62,48,35,2931.98,2149,2135.8,372,23.38,29.88,29.88,144.36,143.79,139.13
"TBL",2024,"TBL","TBL","Team Level","5on5",52,0.52,0.51,0.5,154975,1294.44,111.43,85.86,321.64,42.96,696.98,517.13,107.09,112.67,108.26,1187,589,705,2481,110,118,11,273,3,554,718,1077,1666,153,355,1213,873,200,671,1333,333,110,38.83,42.16,30.44,52,44,14,2518.36,1776,1794.36,299,17.88,23.68,23.68,105.64,106.72,104.97,1269.41,102.66,80.9,326.42,42.73,684.44,508.86,98.47,101.81,97.72,1201,545,671,2417,95,117,8,282,3,519,730,1106,1651,168,382,1189,1165,215,682,1346,303,97,37.82,36.66,28.18,52,34,9,2382.97,1746,1732.8,341,16.8,23.53,23.53,95.92,95.35,93.69
"TBL",2024,"TBL","TBL","Team Level","4on5",52,0.14,0.15,0.17,12928,38.89,3.86,2.29,5.3,1.26,11.95,26.33,3.8,3.86,3.8,44,7,10,61,7,4,1,6,0,7,27,37,44,5,10,124,30,10,26,33,14,4,1.04,1.74,1.08,3,3,1,61,51,51,17,0.52,0.66,0.66,3.73,3.73,3.7,183.59,23.38,17.62,41.05,6.34,104.65,54.96,21.79,23.38,21.79,172,76,98,346,23,28,5,30,1,79,87,149,225,10,23,106,16,8,41,173,44,31,4.39,5.45,13.54,4,7,12,346,248,248,4,4.6,5.03,5.03,22.95,22.95,21.79
"TBL",2024,"TBL","TBL","Team Level","5on4",52,0.93,0.89,0.87,13933,210.3,32.71,20.05,41.96,6.78,119.38,61.12,31.09,32.71,31.09,198,84,109,391,36,24,5,38,0,99,85,162,246,9,18,120,9,6,44,177,62,43,4.7,7.85,20.17,4,9,23,391,282,282,4,5.27,6.92,6.92,31.06,31.06,30.26,30.48,2.45,1.61,4.65,1.01,10.65,21.62,2.43,2.45,2.43,37,5,5,47,6,1,1,2,0,2,31,31,36,6,12,123,35,9,19,33,9,0,1.14,1.31,0,3,3,0,47,42,42,19,0.37,0.07,0.07,2.76,2.76,2.74
"EDM",2024,"EDM","EDM","Team Level","other",54,0.56,0.52,0.53,6980,111.04,25.03,7.53,19.89,3.63,53.82,37.11,23.16,25.03,23.16,99,48,45,192,26,14,3,9,0,50,48,73,121,3,6,80,13,7,23,67,41,39,2.92,5.17,16.94,4,9,13,192,147,147,7,2.15,4.54,4.54,22.63,22.63,21.77,94.19,19.43,6.7,18.59,3.44,53,31.84,17.95,19.43,17.95,86,47,47,180,11,8,0,11,2,64,37,75,122,2,4,72,15,11,22,79,26,28,2.96,3.06,13.41,4,1,6,180,133,133,10,1.95,1.22,1.22,20.15,20.15,18.81
"EDM",2024,"EDM","EDM","Team Level","all",54,0.56,0.54,0.54,195980,1847.1,185.93,122.9,444,61.49,976.04,722.65,176.03,186.36,176.43,1768,745,933,3446,178,209,25,359,2,799,966,1590,2335,151,347,1527,711,287,816,1825,485,203,53.6,60.5,71.84,66,64,48,3464.25,2513,2527.51,335,27.1,46.5,46.5,166.52,166.99,162.99,1537.13,146.08,97.78,376.99,51.72,825.82,604.61,139.66,146.43,139.98,1440,663,824,2927,146,145,18,294,6,653,859,1294,1957,167,380,1413,1158,264,798,1586,352,165,44.94,43.33,57.82,62,46,38,2911.03,2103,2099.71,370,21.55,30.81,30.81,136.81,136.68,132.65
"EDM",2024,"EDM","EDM","Team Level","5on5",54,0.55,0.54,0.55,164410,1497.6,127.82,95.19,374.23,49.88,797.45,604.44,122.35,128.25,122.74,1433,616,787,2836,119,159,17,316,2,640,813,1314,1930,136,314,1218,671,255,727,1555,367,127,45.22,46.03,36.57,57,48,14,2854.25,2049,2063.51,309,19.69,33.79,33.92,113.59,114.05,112.2,1247.11,103.42,76.44,317.91,41.67,667.38,496.18,99.84,103.78,100.16,1167,536,694,2397,103,122,16,250,4,507,717,1064,1600,157,357,1146,1112,231,714,1309,286,108,36.89,35.49,31.05,53,33,17,2381.03,1703,1699.71,337,15.8,26.4,26.43,92.8,92.66,91.01
"EDM",2024,"EDM","EDM","Team Level","4on5",54,0.12,0.14,0.16,11408,31.55,2.78,1.48,4.8,0.99,9.86,22.08,2.75,2.78,2.75,32,10,7,49,2,2,0,1,0,11,26,30,40,4,8,100,19,15,17,26,15,1,0.66,1.88,0.25,1,1,0,49,42,42,12,0.34,0.27,0.27,2.85,2.85,2.84,156.76,19.62,12.81,34.71,5.29,92.98,49.6,18.34,19.62,18.34,153,62,79,294,30,12,2,32,0,75,66,123,185,3,6,95,10,10,41,161,29,25,4.07,3.29,12.26,4,11,15,294,215,215,7,3.36,2.48,2.45,20.53,20.53,19.53
